# N=1000000000 D=10000 squarefree_d=6083 time=27.9s (table 13.2s)
# pi_2(N)=3424506  x/log^2x=2328539.5
# sum_{d<=D sqfree} |Lambda_d| = 5663877  ratio to x/log^2x = 2.4324  ratio to pi_2 = 1.6539
# max |Lambda_d|/A_d = 5.145e-3 at d=9598   max |Lambda_d| = 26570 at d=5
# d	omega	A_d	Lambda_d	Lambda_d/A_d	Lambda_d*sqrt(d/x)
8462	2	236351	428	1.811e-3	1.2450
8463	4	1890583	-448	-2.370e-4	-1.3033
8465	2	472534	-929	-1.966e-3	-2.7029
8466	4	944956	2395	2.535e-3	6.9686
8467	1	236211	-84	-3.556e-4	-0.2444
8471	2	472199	930	1.970e-3	2.7068
8473	2	472087	-650	-1.377e-3	-1.8920
8474	3	472033	-110	-2.330e-4	-0.3202
8479	2	471754	-125	-2.650e-4	-0.3640
8481	3	943284	-167	-1.770e-4	-0.4863
8482	2	235793	284	1.204e-3	0.8271
8483	2	471531	4	8.483e-6	0.0117
8485	2	471421	-438	-9.291e-4	-1.2759
8486	2	235683	-794	-3.369e-3	-2.3130
8489	2	471198	775	1.645e-3	2.2580
8490	4	942285	-952	-1.010e-3	-2.7739
8491	2	471086	73	1.550e-4	0.2127
8493	3	941953	-1248	-1.325e-3	-3.6370
8494	3	470921	-496	-1.053e-3	-1.4456
8495	2	470865	794	1.686e-3	2.3142
8497	2	470754	-355	-7.541e-4	-1.0348
8498	3	470699	362	7.691e-4	1.0553
8499	2	470643	-378	-8.032e-4	-1.1020
8501	1	235267	-26	-1.105e-4	-0.0758
8502	4	940955	284	3.018e-4	0.8281
8503	2	470422	811	1.724e-3	2.3649
8506	2	235129	96	4.083e-4	0.2800
8507	2	470202	-371	-7.890e-4	-1.0821
8509	2	470091	-282	-5.999e-4	-0.8226
8510	4	940070	-879	-9.350e-4	-2.5642
8511	2	469981	282	6.000e-4	0.8227
8513	1	234935	648	2.758e-3	1.8907
8515	3	939518	397	4.226e-4	1.1585
8517	3	939297	958	1.020e-3	2.7958
8518	2	234797	530	2.257e-3	1.5468
8519	2	469538	67	1.427e-4	0.1956
8521	1	234715	68	2.897e-4	0.1985
8522	2	234687	-192	-8.181e-4	-0.5605
8527	1	234549	248	1.057e-3	0.7242
8529	2	468989	250	5.331e-4	0.7301
8530	3	468933	-1076	-2.295e-3	-3.1426
8531	2	468878	911	1.943e-3	2.6608
8533	3	937538	-175	-1.867e-4	-0.5112
8534	3	468714	799	1.705e-3	2.3341
8535	3	937316	2433	2.596e-3	7.1079
8537	1	234275	120	5.122e-4	0.3506
8538	3	468494	-1277	-2.726e-3	-3.7314
8539	1	234219	-178	-7.600e-4	-0.5201
8542	2	234137	-386	-1.649e-3	-1.1282
8543	1	234109	-218	-9.312e-4	-0.6372
8545	2	468110	299	6.387e-4	0.8740
8546	2	234027	122	5.213e-4	0.3566
8547	4	1872002	675	3.606e-4	1.9734
8549	2	467891	708	1.513e-3	2.0701
8551	2	467781	302	6.456e-4	0.8831
8553	2	467673	-802	-1.715e-3	-2.3455
8554	4	935235	-1364	-1.458e-3	-3.9893
8555	3	935126	-1415	-1.513e-3	-4.1387
8557	2	467454	-99	-2.118e-4	-0.2896
8558	3	467399	-570	-1.220e-3	-1.6675
8561	2	467234	-241	-5.158e-4	-0.7051
8562	3	467181	472	1.010e-3	1.3811
8563	1	233563	108	4.624e-4	0.3160
8565	3	934035	332	3.554e-4	0.9716
8566	2	233481	336	1.439e-3	0.9834
8567	2	466907	-674	-1.444e-3	-1.9728
8569	3	933598	-1179	-1.263e-3	-3.4513
8570	3	466745	-1312	-2.811e-3	-3.8408
8571	2	466690	-811	-1.738e-3	-2.3743
8573	1	233291	288	1.235e-3	0.8433
8574	3	466527	-882	-1.891e-3	-2.5826
8578	2	233155	-34	-1.458e-4	-0.0996
8579	2	466254	-581	-1.246e-3	-1.7017
8581	1	233073	90	3.861e-4	0.2636
8582	3	466091	-274	-5.879e-4	-0.8027
8583	2	466038	827	1.775e-3	2.4228
8585	3	931859	2008	2.155e-3	5.8835
8587	2	465822	331	7.106e-4	0.9699
8589	3	931423	-224	-2.405e-4	-0.6565
8590	3	465658	129	2.770e-4	0.3781
8593	2	465494	-373	-8.013e-4	-1.0934
8594	2	232721	-86	-3.695e-4	-0.2521
8597	1	232639	160	6.878e-4	0.4691
8598	3	465225	-266	-5.718e-4	-0.7800
8599	1	232585	172	7.395e-4	0.5044
8601	3	930125	-912	-9.805e-4	-2.6747
8602	4	930017	964	1.037e-3	2.8273
8603	2	464954	-507	-1.090e-3	-1.4871
8605	2	464846	1419	3.053e-3	4.1625
8606	3	464793	366	7.874e-4	1.0737
8607	3	929476	1071	1.152e-3	3.1421
8609	1	232315	94	4.046e-4	0.2758
8610	5	1858305	2044	1.100e-3	5.9977
8611	2	464522	-597	-1.285e-3	-1.7519
8614	3	464361	-138	-2.972e-4	-0.4050
8615	2	464306	-981	-2.113e-3	-2.8794
8617	2	464198	-281	-6.053e-4	-0.8249
8618	3	464146	571	1.230e-3	1.6763
8621	2	463983	206	4.440e-4	0.6048
8623	1	231937	36	1.552e-4	0.1057
8626	3	463714	1005	2.167e-3	2.9517
8627	1	231831	430	1.855e-3	1.2630
8629	1	231777	22	9.492e-5	0.0646
8630	3	463499	-74	-1.597e-4	-0.2174
8633	2	463338	-265	-5.719e-4	-0.7786
8634	3	463285	326	7.037e-4	0.9579
8635	3	926462	-173	-1.867e-4	-0.5084
8637	2	463123	1144	2.470e-3	3.3621
8638	3	463070	-801	-1.730e-3	-2.3542
8639	2	463017	-1214	-2.622e-3	-3.5682
8641	1	231455	224	9.678e-4	0.6585
8642	3	462855	-420	-9.074e-4	-1.2347
8643	3	925604	-91	-9.831e-5	-0.2675
8645	4	1850780	2239	1.210e-3	6.5832
8646	4	925284	301	3.253e-4	0.8851
8647	1	231295	196	8.474e-4	0.5764
8651	2	462374	-467	-1.010e-3	-1.3736
8653	2	462266	-319	-6.901e-4	-0.9384
8654	2	231107	-134	-5.798e-4	-0.3942
8655	3	924321	-904	-9.780e-4	-2.6595
8657	2	462054	653	1.413e-3	1.9213
8659	2	461946	-463	-1.002e-3	-1.3624
8661	2	461841	78	1.689e-4	0.2296
8662	3	461786	-301	-6.518e-4	-0.8859
8663	1	230867	384	1.663e-3	1.1302
8665	2	461627	-672	-1.456e-3	-1.9781
8666	3	461574	-663	-1.436e-3	-1.9517
8669	1	230707	92	3.988e-4	0.2709
8671	3	922615	390	4.227e-4	1.1484
8674	2	230575	202	8.761e-4	0.5949
8677	1	230495	-474	-2.056e-3	-1.3962
8678	2	230467	-684	-2.968e-3	-2.0150
8679	3	921764	-753	-8.169e-4	-2.2183
8681	1	230389	214	9.289e-4	0.6305
8682	3	460723	-584	-1.268e-3	-1.7208
8683	2	460670	-9	-1.954e-5	-0.0265
8686	3	460511	-120	-2.606e-4	-0.3537
8687	3	920916	-281	-3.051e-4	-0.8282
8689	1	230177	244	1.060e-3	0.7192
8690	4	920597	614	6.670e-4	1.8100
8691	2	460246	379	8.235e-4	1.1173
8693	1	230071	522	2.269e-3	1.5391
8695	3	920069	162	1.761e-4	0.4777
8697	3	919857	-1768	-1.922e-3	-5.2140
8698	2	229937	116	5.045e-4	0.3421
8699	1	229911	68	2.958e-4	0.2006
8701	3	919434	-1283	-1.395e-3	-3.7845
8702	3	459666	-15	-3.263e-5	-0.0442
8705	2	459506	859	1.869e-3	2.5344
8706	3	459453	624	1.358e-3	1.8412
8707	1	229701	52	2.264e-4	0.1534
8709	2	459295	422	9.188e-4	1.2454
8710	4	918485	34	3.702e-5	0.1003
8711	2	459190	81	1.764e-4	0.2391
8713	1	229543	240	1.046e-3	0.7084
8714	2	229515	-1154	-5.028e-3	-3.4065
8715	4	1835916	-1499	-8.165e-4	-4.4252
8717	2	458874	543	1.183e-3	1.6032
8718	3	458821	-880	-1.918e-3	-2.5983
8719	1	229385	30	1.308e-4	0.0886
8723	3	917116	-367	-4.002e-4	-1.0839
8726	2	229201	-400	-1.745e-3	-1.1816
8727	2	458347	646	1.409e-3	1.9084
8729	3	916485	214	2.335e-4	0.6323
8731	1	229069	416	1.816e-3	1.2292
8733	3	916065	1240	1.354e-3	3.6644
8734	3	457981	-172	-3.756e-4	-0.5083
8735	2	457927	-548	-1.197e-3	-1.6196
8737	1	228911	506	2.210e-3	1.4957
8738	3	457771	670	1.464e-3	1.9805
8741	1	228807	-206	-9.003e-4	-0.6090
8742	4	915122	1347	1.472e-3	3.9827
8743	2	457509	-412	-9.005e-4	-1.2182
8745	4	1829617	2360	1.290e-3	6.9790
8746	2	228675	-786	-3.437e-3	-2.3245
8747	1	228649	-638	-2.790e-3	-1.8869
8749	2	457195	-786	-1.719e-3	-2.3249
8751	2	457090	-627	-1.372e-3	-1.8548
8753	1	228493	576	2.521e-3	1.7041
8754	3	456934	-211	-4.618e-4	-0.6243
8755	3	913764	-1999	-2.188e-3	-5.9148
8758	3	456726	217	4.751e-4	0.6422
8759	2	456673	146	3.197e-4	0.4321
8761	1	228285	572	2.506e-3	1.6931
8762	3	456518	339	7.426e-4	1.0035
8763	3	912929	-964	-1.056e-3	-2.8537
8765	2	456361	-1144	-2.507e-3	-3.3869
8767	2	456257	-168	-3.682e-4	-0.4974
8769	3	912306	465	5.097e-4	1.3770
8770	3	456101	-1664	-3.648e-3	-4.9278
8773	2	455945	-122	-2.676e-4	-0.3614
8774	3	455893	438	9.608e-4	1.2974
8777	2	455737	-880	-1.931e-3	-2.6071
8778	5	1822739	1224	6.715e-4	3.6264
8779	1	227817	948	4.161e-3	2.8089
8781	2	455529	-36	-7.903e-5	-0.1067
8782	2	227739	-410	-1.800e-3	-1.2150
8783	1	227713	714	3.136e-3	2.1160
8785	3	910644	413	4.535e-4	1.2241
8786	3	455270	-443	-9.730e-4	-1.3131
8787	3	910436	1053	1.157e-3	3.1214
8789	3	910229	-1040	-1.143e-3	-3.0832
8790	4	910124	163	1.791e-4	0.4833
8791	2	455011	-314	-6.901e-4	-0.9310
8794	2	227427	-494	-2.172e-3	-1.4649
8795	2	454803	648	1.425e-3	1.9217
8797	2	454701	-316	-6.950e-4	-0.9372
8798	3	454649	-186	-4.091e-4	-0.5517
8799	3	909194	387	4.257e-4	1.1480
8801	2	454494	-97	-2.134e-4	-0.2878
8803	1	227195	404	1.778e-3	1.1987
8805	3	908574	-411	-4.524e-4	-1.2196
8806	4	908471	602	6.627e-4	1.7864
8807	1	227093	226	9.952e-4	0.6707
8809	2	454082	83	1.828e-4	0.2463
8810	3	454030	1197	2.636e-3	3.5529
8813	2	453875	-140	-3.085e-4	-0.4156
8814	4	907646	841	9.266e-4	2.4968
8815	3	907543	-1108	-1.221e-3	-3.2897
8817	2	453669	490	1.080e-3	1.4550
8818	2	226809	20	8.818e-5	0.0594
8819	1	226783	220	9.701e-4	0.6533
8821	1	226731	552	2.435e-3	1.6394
8822	3	453411	-414	-9.131e-4	-1.2297
8823	3	906722	-53	-5.845e-5	-0.1574
8826	3	453206	-679	-1.498e-3	-2.0172
8827	3	906311	-82	-9.048e-5	-0.2436
8830	3	453001	-598	-1.320e-3	-1.7770
8831	1	226475	-216	-9.537e-4	-0.6419
8834	3	452797	-560	-1.237e-3	-1.6644
8835	4	1810979	-1626	-8.979e-4	-4.8331
8837	1	226321	-208	-9.190e-4	-0.6183
8839	1	226269	176	7.778e-4	0.5233
8841	3	904875	1446	1.598e-3	4.2995
8842	2	226193	-252	-1.114e-3	-0.7493
8843	2	452335	20	4.422e-5	0.0595
8845	3	904466	-1063	-1.175e-3	-3.1614
8846	2	226091	-32	-1.415e-4	-0.0952
8849	1	226015	-96	-4.248e-4	-0.2856
8851	2	451926	-125	-2.766e-4	-0.3719
8853	3	903649	-1602	-1.773e-3	-4.7666
8854	3	451774	-239	-5.290e-4	-0.7112
8855	4	1806889	-452	-2.502e-4	-1.3450
8857	2	451621	846	1.873e-3	2.5178
8858	3	451570	605	1.340e-3	1.8006
8859	2	451518	-811	-1.796e-3	-2.4139
8861	1	225709	-326	-1.444e-3	-0.9704
8862	4	902732	973	1.078e-3	2.8965
8863	1	225657	158	7.002e-4	0.4704
8866	4	902324	-337	-3.735e-4	-1.0034
8867	1	225555	38	1.685e-4	0.1132
8870	3	450958	-1265	-2.805e-3	-3.7675
8871	2	450907	-360	-7.984e-4	-1.0722
8873	2	450806	391	8.673e-4	1.1647
8877	3	901206	225	2.497e-4	0.6704
8878	3	450551	412	9.144e-4	1.2276
8879	2	450501	76	1.687e-4	0.2265
8881	2	450399	136	3.020e-4	0.4053
8882	2	225175	-102	-4.530e-4	-0.3040
8885	2	450198	-491	-1.091e-3	-1.4636
8886	3	450146	235	5.221e-4	0.7005
8887	1	225047	340	1.511e-3	1.0136
8889	2	449994	645	1.433e-3	1.9230
8890	4	899887	558	6.201e-4	1.6637
8891	2	449893	884	1.965e-3	2.6359
8893	1	224895	88	3.913e-4	0.2624
8894	2	224871	-180	-8.005e-4	-0.5368
8895	3	899382	-71	-7.894e-5	-0.2118
8897	3	899180	609	6.773e-4	1.8165
8898	3	449539	-82	-1.824e-4	-0.2446
8899	2	449489	-18	-4.005e-5	-0.0537
8902	2	224669	-304	-1.353e-3	-0.9070
8903	2	449286	-761	-1.694e-3	-2.2707
8905	3	898372	-1545	-1.720e-3	-4.6105
8906	3	449134	163	3.629e-4	0.4864
8907	2	449085	-286	-6.369e-4	-0.8536
8909	2	448985	228	5.078e-4	0.6805
8911	3	897766	143	1.593e-4	0.4269
8913	2	448783	238	5.303e-4	0.7105
8914	2	224367	-222	-9.895e-4	-0.6628
8915	2	448682	-127	-2.831e-4	-0.3792
8917	2	448582	-23	-5.127e-5	-0.0687
8921	2	448381	540	1.204e-3	1.6129
8922	3	448330	-81	-1.807e-4	-0.2419
8923	1	224139	254	1.133e-3	0.7587
8926	2	224065	-840	-3.749e-3	-2.5096
8927	2	448078	-121	-2.700e-4	-0.3615
8929	1	223989	-238	-1.063e-3	-0.7112
8930	4	895858	965	1.077e-3	2.8837
8931	3	895756	415	4.633e-4	1.2402
8933	1	223889	214	9.558e-4	0.6396
8934	3	447727	-606	-1.354e-3	-1.8113
8935	2	447678	-1027	-2.294e-3	-3.0699
8938	3	447526	-845	-1.888e-3	-2.5263
8939	2	447477	-286	-6.391e-4	-0.8551
8941	1	223689	90	4.023e-4	0.2691
8942	3	447326	-1121	-2.506e-3	-3.3521
8943	3	894555	-636	-7.110e-4	-1.9019
8945	2	447177	1298	2.903e-3	3.8821
8947	2	447078	-199	-4.451e-4	-0.5952
8949	3	893954	615	6.880e-4	1.8398
8951	1	223439	1098	4.914e-3	3.2850
8953	2	446778	-465	-1.041e-3	-1.3914
8958	3	446529	512	1.147e-3	1.5324
8961	3	892757	-208	-2.330e-4	-0.6226
8962	2	223165	-308	-1.380e-3	-0.9220
8963	1	223139	260	1.165e-3	0.7784
8965	3	892358	1229	1.377e-3	3.6798
8966	2	223065	-236	-1.058e-3	-0.7067
8969	1	222991	18	8.072e-5	0.0539
8970	5	1783723	-1006	-5.640e-4	-3.0130
8971	1	222941	-190	-8.522e-4	-0.5691
8974	3	445733	466	1.045e-3	1.3960
8977	2	445583	-242	-5.431e-4	-0.7251
8979	3	890967	-666	-7.475e-4	-1.9957
8981	2	445386	-411	-9.228e-4	-1.2317
8983	2	445286	-223	-5.008e-4	-0.6684
8985	3	890372	1671	1.877e-3	5.0088
8986	2	222569	-318	-1.429e-3	-0.9533
8987	3	890174	1645	1.848e-3	4.9314
8989	2	444989	-404	-9.079e-4	-1.2113
8990	4	889876	-171	-1.922e-4	-0.5127
8994	3	444741	298	6.701e-4	0.8937
8995	3	889383	-1902	-2.139e-3	-5.7044
8997	2	444593	382	8.592e-4	1.1458
8998	3	444543	438	9.853e-4	1.3139
8999	1	222247	706	3.177e-3	2.1179
9001	1	222197	328	1.476e-3	0.9841
9002	3	444346	-533	-1.200e-3	-1.5992
9003	2	444297	-188	-4.231e-4	-0.5641
9005	2	444198	-483	-1.087e-3	-1.4494
9006	4	888297	192	2.161e-4	0.5762
9007	1	222049	-10	-4.504e-5	-0.0300
9010	4	887901	-40	-4.505e-5	-0.1201
9011	1	221951	446	2.009e-3	1.3388
9013	1	221901	64	2.884e-4	0.1921
9014	2	221877	-142	-6.400e-4	-0.4263
9015	3	887411	368	4.147e-4	1.1049
9017	2	443607	-176	-3.967e-4	-0.5285
9019	2	443509	-504	-1.136e-3	-1.5136
9021	3	886819	566	6.382e-4	1.7000
9022	3	443361	1080	2.436e-3	3.2440
9023	2	443311	238	5.369e-4	0.7149
9026	2	221583	192	8.665e-4	0.5768
9029	1	221509	212	9.571e-4	0.6370
9030	5	1771871	-2818	-1.590e-3	-8.4681
9031	2	442919	-292	-6.593e-4	-0.8775
9033	2	442821	278	6.278e-4	0.8355
9034	2	221385	280	1.265e-3	0.8416
9035	3	885444	1653	1.867e-3	4.9686
9037	2	442625	-268	-6.055e-4	-0.8057
9038	2	221287	-620	-2.802e-3	-1.8639
9039	3	885053	1142	1.290e-3	3.4334
9041	1	221215	98	4.430e-4	0.2947
9042	4	884761	1370	1.548e-3	4.1196
9043	1	221165	242	1.094e-3	0.7277
9046	2	221093	-52	-2.352e-4	-0.1564
9047	2	442135	-1040	-2.352e-3	-3.1281
9049	1	221019	-366	-1.656e-3	-1.1010
9051	3	883881	-330	-3.734e-4	-0.9928
9053	2	441842	621	1.405e-3	1.8685
9055	2	441745	906	2.051e-3	2.7263
9057	2	441647	-694	-1.571e-3	-2.0886
9058	3	441598	-399	-9.035e-4	-1.2009
9059	1	220775	568	2.573e-3	1.7096
9061	3	882905	228	2.582e-4	0.6863
9062	3	441403	-668	-1.513e-3	-2.0109
9066	3	441209	-62	-1.405e-4	-0.1867
9067	1	220581	-74	-3.355e-4	-0.2228
9069	2	441063	510	1.156e-3	1.5359
9070	3	441014	-435	-9.864e-4	-1.3101
9071	2	440966	-349	-7.914e-4	-1.0511
9073	2	440869	-298	-6.759e-4	-0.8976
9074	3	440819	-272	-6.170e-4	-0.8193
9077	2	440674	673	1.527e-3	2.0276
9078	4	881252	1621	1.839e-3	4.8840
9079	2	440578	795	1.804e-3	2.3954
9082	3	440431	-680	-1.544e-3	-2.0493
9083	2	440383	-74	-1.680e-4	-0.2230
9085	3	880573	1182	1.342e-3	3.5627
9086	4	880476	-549	-6.235e-4	-1.6549
9087	3	880378	153	1.738e-4	0.4612
9089	2	440093	186	4.226e-4	0.5608
9091	1	219997	450	2.045e-3	1.3568
9093	3	879798	-71	-8.070e-5	-0.2141
9094	2	219925	24	1.091e-4	0.0724
9095	3	879604	475	5.400e-4	1.4325
9097	2	439706	-147	-3.343e-4	-0.4434
9098	2	219829	-186	-8.461e-4	-0.5610
9101	2	439513	142	3.231e-4	0.4284
9102	4	878927	-630	-7.168e-4	-1.9007
9103	1	219707	180	8.193e-4	0.5431
9105	3	878639	-408	-4.644e-4	-1.2311
9106	3	439271	252	5.737e-4	0.7604
9107	2	439222	429	9.767e-4	1.2946
9109	1	219563	-120	-5.465e-4	-0.3622
9110	3	439078	421	9.588e-4	1.2707
9111	2	439030	-125	-2.847e-4	-0.3773
9113	2	438934	193	4.397e-4	0.5826
9115	2	438838	-925	-2.108e-3	-2.7927
9118	3	438693	696	1.587e-3	2.1016
9119	2	438645	-78	-1.778e-4	-0.2355
9121	2	438549	-1482	-3.379e-3	-4.4758
9122	2	219251	-270	-1.231e-3	-0.8155
9123	2	438453	-70	-1.597e-4	-0.2114
9127	1	219131	144	6.571e-4	0.4350
9129	3	876329	1374	1.568e-3	4.1514
9130	4	876233	424	4.839e-4	1.2812
9131	2	438069	-390	-8.903e-4	-1.1785
9133	1	218987	350	1.598e-3	1.0577
9134	2	218963	-480	-2.192e-3	-1.4507
9137	1	218891	874	3.993e-3	2.6419
9138	3	437733	-720	-1.645e-3	-2.1765
9139	3	875371	-808	-9.230e-4	-2.4426
9141	3	875177	-672	-7.678e-4	-2.0317
9142	3	437541	776	1.774e-3	2.3463
9143	2	437494	-839	-1.918e-3	-2.5369
9145	3	874795	-1992	-2.277e-3	-6.0239
9146	3	437350	-451	-1.031e-3	-1.3639
9147	2	437302	155	3.544e-4	0.4688
9149	2	437206	-23	-5.261e-5	-0.0696
9151	1	218555	-6	-2.745e-5	-0.0182
9154	3	436966	117	2.678e-4	0.3540
9155	2	436919	444	1.016e-3	1.3434
9157	1	218413	454	2.079e-3	1.3738
9158	3	436777	426	9.753e-4	1.2892
9159	3	873458	-189	-2.164e-4	-0.5720
9161	1	218317	-130	-5.955e-4	-0.3935
9165	4	1745771	-1418	-8.122e-4	-4.2928
9166	2	218197	-336	-1.540e-3	-1.0173
9167	2	436347	-508	-1.164e-3	-1.5381
9169	2	436253	-738	-1.692e-3	-2.2347
9170	4	872410	1259	1.443e-3	3.8125
9173	1	218031	306	1.403e-3	0.9268
9174	4	872030	-235	-2.695e-4	-0.7118
9177	4	1743489	626	3.591e-4	1.8964
9178	3	435825	-552	-1.267e-3	-1.6723
9179	2	435777	396	9.087e-4	1.1998
9181	1	217841	208	9.548e-4	0.6302
9182	2	217817	-608	-2.791e-3	-1.8424
9183	2	435587	272	6.244e-4	0.8243
9185	3	870986	-401	-4.604e-4	-1.2153
9186	3	435445	-762	-1.750e-3	-2.3095
9187	1	217699	328	1.507e-3	0.9942
9190	3	435255	1136	2.610e-3	3.4438
9191	3	870417	680	7.812e-4	2.0615
9193	2	435114	-423	-9.722e-4	-1.2825
9194	2	217533	132	6.068e-4	0.4002
9195	3	870038	-825	-9.482e-4	-2.5017
9197	2	434925	-864	-1.987e-3	-2.6202
9199	1	217415	602	2.769e-3	1.8259
9201	2	434735	-402	-9.247e-4	-1.2194
9202	3	434689	-166	-3.819e-4	-0.5036
9203	1	217321	-718	-3.304e-3	-2.1782
9205	3	869093	-1762	-2.027e-3	-5.3459
9206	2	217249	-298	-1.372e-3	-0.9042
9209	1	217179	110	5.065e-4	0.3338
9210	4	868620	-1591	-1.832e-3	-4.8284
9211	2	434263	-214	-4.928e-4	-0.6495
9213	3	868338	-253	-2.914e-4	-0.7679
9214	3	434122	961	2.214e-3	2.9171
9215	3	868148	143	1.647e-4	0.4341
9217	2	433981	-476	-1.097e-3	-1.4451
9218	3	433934	1171	2.699e-3	3.5553
9219	3	867772	-633	-7.295e-4	-1.9220
9221	1	216897	232	1.070e-3	0.7045
9222	4	867492	-293	-3.378e-4	-0.8898
9223	2	433698	641	1.478e-3	1.9467
9226	3	433558	-261	-6.020e-4	-0.7928
9227	1	216755	62	2.860e-4	0.1883
9229	2	433417	-442	-1.020e-3	-1.3428
9230	4	866739	-670	-7.730e-4	-2.0355
9231	3	866644	-1937	-2.235e-3	-5.8851
9233	2	433229	-434	-1.002e-3	-1.3187
9235	2	433134	-491	-1.134e-3	-1.4921
9237	2	433041	-944	-2.180e-3	-2.8690
9238	3	432994	-189	-4.365e-4	-0.5744
9239	1	216473	334	1.543e-3	1.0152
9241	1	216427	466	2.153e-3	1.4166
9242	2	216403	204	9.427e-4	0.6202
9246	4	865239	1006	1.163e-3	3.0590
9247	2	432574	67	1.549e-4	0.2037
9249	2	432479	850	1.965e-3	2.5850
9253	2	432293	248	5.737e-4	0.7544
9254	3	432246	493	1.141e-3	1.4997
9255	3	864398	-547	-6.328e-4	-1.6641
9257	1	216053	-230	-1.065e-3	-0.6998
9258	3	432059	-94	-2.176e-4	-0.2860
9259	2	432013	-538	-1.245e-3	-1.6371
9262	3	431873	74	1.713e-4	0.2252
9263	2	431826	-895	-2.073e-3	-2.7239
9265	3	863465	950	1.100e-3	2.8917
9266	3	431686	-331	-7.668e-4	-1.0076
9267	2	431639	558	1.293e-3	1.6986
9269	3	863092	805	9.327e-4	2.4508
9271	2	431453	-930	-2.156e-3	-2.8317
9273	3	862719	376	4.358e-4	1.1450
9274	2	215657	304	1.410e-3	0.9258
9277	1	215587	22	1.020e-4	0.0670
9278	2	215563	-464	-2.153e-3	-1.4133
9281	1	215495	-212	-9.838e-4	-0.6459
9282	5	1723766	833	4.832e-4	2.5378
9283	1	215447	548	2.544e-3	1.6696
9285	3	861605	580	6.732e-4	1.7673
9286	2	215377	-334	-1.551e-3	-1.0178
9287	2	430710	211	4.899e-4	0.6430
9289	2	430617	-228	-5.295e-4	-0.6949
9290	3	430570	865	2.009e-3	2.6365
9291	3	861049	1852	2.151e-3	5.6451
9293	1	215215	-42	-1.952e-4	-0.1280
9294	3	430385	-862	-2.003e-3	-2.6279
9298	2	215101	-334	-1.553e-3	-1.0185
9299	2	430154	-411	-9.555e-4	-1.2533
9301	2	430061	-336	-7.813e-4	-1.0247
9302	2	215007	-96	-4.465e-4	-0.2928
9303	3	859938	19	2.209e-5	0.0580
9305	2	429877	1308	3.043e-3	3.9899
9307	2	429785	440	1.024e-3	1.3423
9309	3	859382	249	2.897e-4	0.7597
9311	1	214799	-54	-2.514e-4	-0.1648
9313	2	429506	-281	-6.542e-4	-0.8575
9314	2	214731	-178	-8.289e-4	-0.5432
9318	3	429277	794	1.850e-3	2.4237
9319	1	214615	-126	-5.871e-4	-0.3846
9321	3	858277	18	2.097e-5	0.0550
9322	3	429094	-385	-8.972e-4	-1.1755
9323	1	214523	386	1.799e-3	1.1786
9326	2	214455	-702	-3.273e-3	-2.1438
9327	2	428862	237	5.526e-4	0.7238
9329	2	428770	149	3.475e-4	0.4551
9330	4	857449	3128	3.648e-3	9.5545
9331	3	857358	-169	-1.971e-4	-0.5162
9334	3	428541	-1354	-3.160e-3	-4.1367
9335	2	428494	-721	-1.683e-3	-2.2029
9337	1	214201	144	6.723e-4	0.4400
9338	4	856715	182	2.124e-4	0.5562
9339	3	856622	809	9.444e-4	2.4723
9341	1	214109	26	1.214e-4	0.0795
9343	1	214065	-214	-9.997e-4	-0.6541
9345	4	1712145	-184	-1.075e-4	-0.5625
9346	2	213995	-288	-1.346e-3	-0.8805
9347	2	427945	264	6.169e-4	0.8071
9349	1	213927	1046	4.890e-3	3.1983
9353	2	427670	-1283	-3.000e-3	-3.9238
9354	3	427625	366	8.559e-4	1.1194
9355	2	427579	726	1.698e-3	2.2205
9357	2	427487	466	1.090e-3	1.4255
9358	2	213721	268	1.254e-3	0.8198
9361	3	854610	-1217	-1.424e-3	-3.7235
9362	3	427259	610	1.428e-3	1.8664
9363	2	427214	-187	-4.377e-4	-0.5722
9365	2	427122	-789	-1.847e-3	-2.4145
9366	4	854153	480	5.620e-4	1.4690
9367	3	854062	-915	-1.071e-3	-2.8004
9370	3	426894	-1363	-3.193e-3	-4.1722
9371	1	213425	262	1.228e-3	0.8020
9373	3	853516	-671	-7.862e-4	-2.0543
9374	3	426713	1248	2.925e-3	3.8210
9377	1	213287	678	3.179e-3	2.0762
9379	2	426486	-529	-1.240e-3	-1.6201
9381	3	852788	-2311	-2.710e-3	-7.0782
9382	2	213175	-424	-1.989e-3	-1.2987
9383	2	426303	250	5.864e-4	0.7658
9385	2	426213	-622	-1.459e-3	-1.9055
9389	2	426031	52	1.221e-4	0.1593
9390	4	851970	-1041	-1.222e-3	-3.1899
9391	1	212969	-30	-1.409e-4	-0.0919
9393	3	851698	-1199	-1.408e-3	-3.6747
9394	4	851607	-254	-2.983e-4	-0.7785
9395	2	425758	383	8.996e-4	1.1739
9397	1	212833	26	1.222e-4	0.0797
9398	3	425622	127	2.984e-4	0.3893
9399	3	851154	-149	-1.751e-4	-0.4568
9401	3	850972	235	2.762e-4	0.7205
9402	3	425442	-969	-2.278e-3	-2.9712
9403	1	212699	4	1.881e-5	0.0123
9406	2	212631	150	7.054e-4	0.4600
9407	2	425215	418	9.830e-4	1.2820
9410	3	425079	212	4.987e-4	0.6503
9411	2	425034	925	2.176e-3	2.8377
9413	1	212473	-538	-2.532e-3	-1.6506
